"doduo","https://pokeapi.co/api/v2/pokemon-species/84/"
"dodrio","https://pokeapi.co/api/v2/pokemon-species/85/"
"exeggcute","https://pokeapi.co/api/v2/pokemon-species/102/"
"exeggutor","https://pokeapi.co/api/v2/pokemon-species/103/"
"rhyhorn","https://pokeapi.co/api/v2/pokemon-species/111/"
"rhydon","https://pokeapi.co/api/v2/pokemon-species/112/"
"rhyperior","https://pokeapi.co/api/v2/pokemon-species/464/"
"venonat","https://pokeapi.co/api/v2/pokemon-species/48/"
"venomoth","https://pokeapi.co/api/v2/pokemon-species/49/"
"elekid","https://pokeapi.co/api/v2/pokemon-species/239/"
"electabuzz","https://pokeapi.co/api/v2/pokemon-species/125/"
"electivire","https://pokeapi.co/api/v2/pokemon-species/466/"
"magby","https://pokeapi.co/api/v2/pokemon-species/240/"
"magmar","https://pokeapi.co/api/v2/pokemon-species/126/"
"magmortar","https://pokeapi.co/api/v2/pokemon-species/467/"
"happiny","https://pokeapi.co/api/v2/pokemon-species/440/"
"chansey","https://pokeapi.co/api/v2/pokemon-species/113/"
"blissey","https://pokeapi.co/api/v2/pokemon-species/242/"
"scyther","https://pokeapi.co/api/v2/pokemon-species/123/"
"scizor","https://pokeapi.co/api/v2/pokemon-species/212/"
"kleavor","https://pokeapi.co/api/v2/pokemon-species/900/"
"tauros","https://pokeapi.co/api/v2/pokemon-species/128/"
"blitzle","https://pokeapi.co/api/v2/pokemon-species/522/"
"zebstrika","https://pokeapi.co/api/v2/pokemon-species/523/"
"girafarig","https://pokeapi.co/api/v2/pokemon-species/203/"
"farigiraf","https://pokeapi.co/api/v2/pokemon-species/981/"
"sandile","https://pokeapi.co/api/v2/pokemon-species/551/"
"krokorok","https://pokeapi.co/api/v2/pokemon-species/552/"
"krookodile","https://pokeapi.co/api/v2/pokemon-species/553/"
"rellor","https://pokeapi.co/api/v2/pokemon-species/953/"
"rabsca","https://pokeapi.co/api/v2/pokemon-species/954/"
"rufflet","https://pokeapi.co/api/v2/pokemon-species/627/"
"braviary","https://pokeapi.co/api/v2/pokemon-species/628/"
"vullaby","https://pokeapi.co/api/v2/pokemon-species/629/"
"mandibuzz","https://pokeapi.co/api/v2/pokemon-species/630/"
"litleo","https://pokeapi.co/api/v2/pokemon-species/667/"
"pyroar","https://pokeapi.co/api/v2/pokemon-species/668/"
"deerling","https://pokeapi.co/api/v2/pokemon-species/585/"
"sawsbuck","https://pokeapi.co/api/v2/pokemon-species/586/"
"smeargle","https://pokeapi.co/api/v2/pokemon-species/235/"
"rotom","https://pokeapi.co/api/v2/pokemon-species/479/"
"milcery","https://pokeapi.co/api/v2/pokemon-species/868/"
"alcremie","https://pokeapi.co/api/v2/pokemon-species/869/"
"trapinch","https://pokeapi.co/api/v2/pokemon-species/328/"
"vibrava","https://pokeapi.co/api/v2/pokemon-species/329/"
"flygon","https://pokeapi.co/api/v2/pokemon-species/330/"
"pikipek","https://pokeapi.co/api/v2/pokemon-species/731/"
"trumbeak","https://pokeapi.co/api/v2/pokemon-species/732/"
"toucannon","https://pokeapi.co/api/v2/pokemon-species/733/"
"tentacool","https://pokeapi.co/api/v2/pokemon-species/72/"
"tentacruel","https://pokeapi.co/api/v2/pokemon-species/73/"
